(MA-99-3a) Population Estimates for Metropolitan Areas and Components, Annual Time Series
           April 1, 1990 to July 1, 1999 (includes April 1, 1990 Population Estimates Base)
     
Source:   Population Estimates Program, Population Division, U.S. Census Bureau, Washington, DC 20233
Contact:  Statistical Information Staff, Population Division, U.S. Census Bureau (301-457-2422)
          pop@census.gov (Please include a telephone number with email correspondence.)
     
Internet Release Date:  October 20, 2000
     
Block 1 of 2:  Population Estimates for the Years 1994-1999

                                                --------------------------Estimated Population--------------------------
Area Name                                             7/1/99      7/1/98      7/1/97      7/1/96      7/1/95      7/1/94
      Tyngsborough town, MA.....................      10,516      10,265      10,001       9,759       9,450       9,097
      Westford town, MA.........................      19,983      19,484      18,995      18,540      18,098      17,529
    Hillsborough County, NH (pt.)...............      11,300      11,039      10,783      10,542      10,331      10,058
      Pelham town, NH...........................      11,300      11,039      10,783      10,542      10,331      10,058
  Manchester, NH PMSA...........................     190,332     187,193     184,254     181,553     179,384     177,672
    Hillsborough County (pt.)...................     143,215     141,393     139,329     137,523     136,067     135,181
      Bedford town, NH..........................      16,675      15,924      14,961      14,244      13,806      13,347
      Goffstown town, NH........................      16,436      16,141      15,922      15,641      15,338      15,161
      Manchester city, NH.......................     102,830     102,160     101,360     100,645     100,053      99,951
      Weare town, NH............................       7,274       7,168       7,086       6,993       6,870       6,722
    Merrimack County (pt.)......................      15,496      14,998      14,724      14,384      14,275      13,929
      Allenstown town, NH.......................       4,951       4,867       4,834       4,804       4,744       4,680
      Hooksett town, NH.........................      10,545      10,131       9,890       9,580       9,531       9,249
    Rockingham County (pt.).....................      31,621      30,802      30,201      29,646      29,042      28,562
      Auburn town, NH...........................       4,690       4,603       4,533       4,447       4,341       4,233
      Candia town, NH...........................       3,938       3,852       3,783       3,717       3,644       3,605
